"county","region","year","wage","unemp_rate","lfpr","college_pct","aging_idx","industry_pct","density","log_density","log_wage","wage_level","high_wage","region_f","year_f","wage_z","unemp_rate_z","lfpr_z","college_pct_z","aging_idx_z","log_density_z","industry_pct_z"
"苗栗縣","中部",2020,4.375,3.7,58.3,45.74,142,46.22,298.07,5.6973,1.47590651980958,"高薪",1,"中部","2020",0.00504648393525296,0.344322992079922,-0.290546137483531,-0.378613343895518,-0.318944929356645,-0.653201524009893,1.40082580172608
"苗栗縣","中部",2021,4.475,3.9,58.3,47.94,149.75,47.65,295.65,5.6892,1.49850635172682,"高薪",1,"中部","2021",0.128357026030633,0.581045049134867,-0.290546137483531,-0.186360650999455,-0.129770399142674,-0.659405608253875,1.54904986913595
"苗栗縣","中部",2022,4.6167,3.6,59.3,46.57,157.36,47.86,293.98,5.6835,1.52968016415578,"高薪",1,"中部","2022",0.303088064179787,0.225961963552448,-0.0167981706896263,-0.306081646121094,0.0559867847190441,-0.663771445314454,1.57081703987446
"苗栗縣","中部",2023,4.725,3.5,59.9,49.19,163.96,44.81,293.67,5.6825,1.55286756094571,"高薪",1,"中部","2023",0.436633381269084,0.107600935024975,0.147450609386717,-0.0771261663994193,0.217090255610942,-0.664537381640872,1.25467479819607
"苗栗縣","中部",2024,4.925,3.3,59,51.57,172.51,45.82,292.73,5.6793,1.59432427462405,"高薪",1,"中部","2024",0.683254465459844,-0.129121122029971,-0.0989225607277969,0.130856292279049,0.425792479266354,-0.666988377885408,1.35936452412891
"連江縣","離島",2019,NA,0.1,70.8,45.99,102.34,19.37,454.48,6.1192,NA,NA,NA,"離島","2019",NA,-3.91667403490911,3.13130344744028,-0.356766446975511,-1.28703033171614,-0.330052987894356,-1.38226245698371
"連江縣","離島",2020,NA,0.6,74.9,53.36,111.36,20.7,461.08,6.1336,NA,NA,NA,"離島","2020",NA,-3.32486889227174,4.25367011129529,0.287280074226301,-1.06685558816388,-0.319023504793944,-1.24440370897313
"連江縣","離島",2021,NA,0.4,75,49.85,123.93,18.12,473.78,6.1607,NA,NA,NA,"離島","2021",NA,-3.56159094932669,4.28104490797468,-0.0194503585306,-0.760026704965219,-0.29826663034803,-1.51182894947485
"連江縣","離島",2022,NA,0.2,73.9,51.43,137.04,19.98,485.52,6.1852,NA,NA,NA,"離島","2022",NA,-3.79831300638163,3.97992214450139,0.118622030003845,-0.440016628693586,-0.279501190350802,-1.31903400864803
"連江縣","離島",2023,NA,0.2,73.6,55.11,146.56,19.75,487.47,6.1892,NA,NA,NA,"離島","2023",NA,-3.79831300638163,3.89779775446321,0.440208352666351,-0.207637076740425,-0.276437445045132,-1.3428742432664
"連江縣","離島",2024,NA,0.1,71.9,54.98,162.73,20.68,484.38,6.1829,NA,NA,NA,"離島","2024",NA,-3.91667403490911,3.43242621091358,0.428847966267947,0.187066426944724,-0.281262843901562,-1.24647677285299
"金門縣","離島",2019,NA,1.1,57.2,42.15,148.93,24.08,924.36,6.8291,NA,NA,NA,"離島","2019",NA,-2.73306374963438,-0.591668900956825,-0.692334783666821,-0.149786284920152,0.213685210229417,-0.894055913277076
"金門縣","離島",2020,NA,1.9,56.9,44.32,161.08,26.9,927.08,6.832,NA,NA,NA,"離島","2020",NA,-1.78617552141459,-0.673793290994997,-0.502703718401159,0.14679055922175,0.215906425576027,-0.601753906217054
"金門縣","離島",2021,NA,3.1,56.6,48.55,176.72,23.87,933.29,6.8387,NA,NA,NA,"離島","2021",NA,-0.365843179084917,-0.755917681033168,-0.133054222514638,0.528556966001943,0.221038198963024,-0.915823084015588
"金門縣","離島",2022,NA,1.3,57.8,51.26,196.01,24.55,931.68,6.837,NA,NA,NA,"離島","2022",NA,-2.49634169257943,-0.427420120880483,0.10376614009824,0.999418474108716,0.219736107208114,-0.845338912100406
"金門縣","離島",2023,NA,1.2,57.1,51.25,212.03,24.43,950.5,6.857,NA,NA,NA,"離島","2023",NA,-2.6147027211069,-0.619043697636216,0.10289226422144,1.39046053527359,0.235054833736464,-0.857777295379556
"金門縣","離島",2024,NA,1.2,57.3,51.25,232.16,25.42,946.89,6.8532,NA,NA,NA,"離島","2024",NA,-2.6147027211069,-0.564294104277436,0.10289226422144,1.88182612149388,0.232144275696078,-0.755160633326569
"雲林縣","南部",2019,4.025,3.6,59.9,36.59,164.31,34.46,527.8,6.2687,1.39252491087053,"低薪",0,"南部","2019",-0.426540413398578,0.225961963552448,0.147450609386717,-1.17820977116778,0.225633621491572,-0.215545507094942,0.181864240369389
"雲林縣","南部",2020,4.025,3.8,59,36.85,172.97,34.91,524.37,6.2622,1.39252491087053,"低薪",0,"南部","2020",-0.426540413398578,0.462684020607394,-0.0989225607277969,-1.15548899837097,0.437020902995183,-0.220524093216656,0.2285081776662
"雲林縣","南部",2021,4.0083,3.8,59,35.69,182.08,34.5,519.15,6.2522,1.38836721128082,"低薪",0,"南部","2021",-0.447133273928506,0.462684020607394,-0.0989225607277969,-1.25685860007981,0.659392512059606,-0.22818345648083,0.186010368129105
"雲林縣","南部",2022,4.0333,3.6,59.8,35.77,190.12,32.94,514.47,6.2431,1.39458489943762,"低薪",0,"南部","2022",-0.416305638404662,0.225961963552448,0.120075812707326,-1.2498675930654,0.855645831146099,-0.23515347705123,0.0243113855001566
"雲林縣","南部",2023,4.2083,3.5,58.9,38.66,197.8,33.1,510.89,6.2362,1.43705876566987,"高薪",1,"南部","2023",-0.200512189737746,0.107600935024975,-0.126297357407188,-0.997317464670122,1.04311168818394,-0.24043843770351,0.0408958965390235
"雲林縣","南部",2024,4.4417,3.4,59,39.61,198.8,32.84,510.08,6.2346,1.49103718604607,"高薪",1,"南部","2024",0.0872946155128716,-0.0107600935024977,-0.0989225607277969,-0.914299256374094,1.06752130498575,-0.241663935825778,0.0139460661008656
"高雄市","南部",2019,4.125,3.7,58.2,51.2,133.5,36.47,939.48,6.8453,1.41706601978664,"高薪",1,"南部","2019",-0.303229871303198,0.344322992079922,-0.31792093416292,0.0985228848374388,-0.526426672171967,0.226093378717379,0.390207160295149
"高雄市","南部",2020,4.1667,3.8,57.6,51.7,142.74,36.98,937.02,6.8427,1.42712435560815,"高薪",1,"南部","2020",-0.251809375249425,0.462684020607394,-0.482169714239263,0.142216678677453,-0.300881812923311,0.224101944268694,0.443070289231536
"高雄市","南部",2021,4.1917,3.9,58.6,53.19,152.25,37.45,929.82,6.835,1.43310637957236,"高薪",1,"南部","2021",-0.220981739725579,0.581045049134867,-0.208421747445358,0.272424184320696,-0.0687463571381677,0.218204234555279,0.491787290408207
"高雄市","南部",2022,4.2417,3.6,58.8,54.72,161.78,36.4,924.21,6.8289,1.44496413228377,"高薪",1,"南部","2022",-0.159326468677889,0.225961963552448,-0.153672154086579,0.40612719347114,0.163877290983012,0.213532022964133,0.382951436715645
"高雄市","南部",2023,4.3167,3.4,58.9,55.53,170.97,36.72,927.45,6.8324,1.46249122145534,"高薪",1,"南部","2023",-0.0668435621063538,-0.0107600935024977,-0.126297357407188,0.476911139491963,0.388201669391578,0.216212800106594,0.416120458793378
"高雄市","南部",2024,4.5167,3.3,58.2,57.54,181.28,35.99,925.24,6.8301,1.50778163870417,"高薪",1,"南部","2024",0.179777522084407,-0.129121122029971,-0.31792093416292,0.652560190728821,0.639864818618163,0.214451146555834,0.34045362717855
